protocol_id,beta,schedule,spatial_mode,duration_s,current_uA,pulse_width_us,total_pulses,weight_erasure,residual_performance,savings,trace_auc_proxy,criticality_distance,health,energy_cost,path_erasure,replicates,reset_score
b0_epoch_pause_phase_shifted_0.75s_1.6uA,0.0,epoch_pause,phase_shifted,0.75,1.6,160,152,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06417066666666667,-0.4372483638233799,3,-0.46776923952049343
b1_static_correlated_0.75s_1.6uA,1.0,static,correlated,0.75,1.6,160,149,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06468266666666667,-0.4372483638233799,3,-0.46779483952049344
b-2_static_phase_shifted_0.75s_0.8uA,-2.0,static,phase_shifted,0.75,0.8,160,268,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06724266666666666,-0.4372483638233799,3,-0.46792283952049346
b2_alternating_blue_red_shared_0.75s_0.8uA,2.0,alternating_blue_red,shared,0.75,0.8,160,282,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06920533333333333,-0.4372483638233799,3,-0.46802097285382677
b-1_alternating_blue_red_shared_0.75s_0.8uA,-1.0,alternating_blue_red,shared,0.75,0.8,160,282,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06920533333333333,-0.4372483638233799,3,-0.46802097285382677
b-2_alternating_blue_red_shared_0.75s_0.8uA,-2.0,alternating_blue_red,shared,0.75,0.8,160,282,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06920533333333333,-0.4372483638233799,3,-0.46802097285382677
b0_alternating_blue_red_shared_0.75s_0.8uA,0.0,alternating_blue_red,shared,0.75,0.8,160,282,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06920533333333333,-0.4372483638233799,3,-0.46802097285382677
b1_alternating_blue_red_shared_0.75s_0.8uA,1.0,alternating_blue_red,shared,0.75,0.8,160,282,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.06920533333333333,-0.4372483638233799,3,-0.46802097285382677
b-1_epoch_pause_correlated_0.75s_1.6uA,-1.0,epoch_pause,correlated,0.75,1.6,160,174,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.07099733333333333,-0.4372483638233799,3,-0.4681105728538268
b-1_alternating_blue_red_correlated_0.75s_1.6uA,-1.0,alternating_blue_red,correlated,0.75,1.6,160,151,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.071168,-0.4372483638233799,3,-0.46811910618716013
b2_alternating_blue_red_correlated_0.75s_1.6uA,2.0,alternating_blue_red,correlated,0.75,1.6,160,151,-0.4372666695223905,0.5,-1.3888888887905093,0.5306542012629282,0.041814938183157825,0.09957778303429528,0.071168,-0.4372483638233799,3,-0.46811910618716013
