task,seed,direction,alpha,score,criterion,distance_from_naive,distance_from_trained
conditioned_electrode_association,3,axis,0.4,1.0,0.4,37.52295082888081,25.01530055258721
conditioned_electrode_association,3,random,0.4,1.0,0.4,66.0597889023657,24.94070570964745
conditioned_electrode_association,3,axis,0.4667,1.0,0.4,33.3516494617369,29.186601919731125
conditioned_electrode_association,3,random,0.4667,1.0,0.4,67.5086328525034,29.079384911969857
conditioned_electrode_association,3,axis,0.5333,1.0,0.4,29.186601919731125,33.3516494617369
conditioned_electrode_association,3,random,0.5333,1.0,0.4,69.15840453690556,33.186369467664974
conditioned_electrode_association,3,axis,0.6,1.0,0.4,25.01530055258721,37.522950828880816
conditioned_electrode_association,3,random,0.6,1.0,0.4,70.98884329280621,37.26186520871765
conditioned_electrode_association,3,axis,0.6667,1.0,0.4,20.843999185443295,41.69425219602472
conditioned_electrode_association,3,random,0.6667,1.0,0.4,72.97352927651094,41.291124243486465
conditioned_electrode_association,3,axis,0.7333,0.0,0.4,16.678951643437525,45.8592997380305
conditioned_electrode_association,3,random,0.7333,1.0,0.4,75.0886661321343,45.26675537835722
conditioned_electrode_association,3,axis,0.8,0.0,0.4,12.5076502762936,50.03060110517442
conditioned_electrode_association,3,random,0.8,1.0,0.4,77.3193515639089,49.195730452870976
